date,Q,H
24/12/2014,-137.434886155125,-20.151303401558135
25/12/2014,-193.3218090471715,-28.919476086411564
26/12/2014,-237.84523192421312,-35.95004561201495
27/12/2014,-262.9415486903223,-40.04768381997195
28/12/2014,-268.65807982659805,-41.23925282521628
29/12/2014,-259.98829395216586,-40.27095848503465
30/12/2014,-245.19723205334333,-38.24864738819896
31/12/2014,-230.8504935886389,-35.9941580892956
1/1/2015,-219.83305581411747,-33.81618351178953
2/1/2015,-213.588780177782,-31.51087251487879
3/1/2015,-209.74556636582938,-29.23885406857835
4/1/2015,-208.3223137062884,-27.261195627238884
5/1/2015,-198.21004007084758,-24.261418321319297
6/1/2015,-165.75123868964965,-18.51109627827439
7/1/2015,-109.31678575239476,-9.854307728869413
8/1/2015,-34.5269857583313,0.9127888164790345
9/1/2015,41.26293185899729,11.163437485505172
10/1/2015,98.40883510050392,18.26746966436444
11/1/2015,126.17088355369873,21.04366798797157
12/1/2015,122.60641883343442,19.665615979990164
13/1/2015,100.90823370656135,16.263934215800596
14/1/2015,91.68173232364663,14.87610990680773
15/1/2015,126.66831886171545,19.49565500181138
16/1/2015,222.22452036341903,32.00427171267779
17/1/2015,370.9063554005134,51.131599246062756
18/1/2015,524.6941299252601,70.63401483006874
19/1/2015,628.3650591768433,83.55932248148477
20/1/2015,641.3112083737581,84.63992499388067
21/1/2015,539.2973562420322,70.68210000739074
22/1/2015,320.3505168556921,41.39351623414121
23/1/2015,7.863275984089967,-0.513718329431482
24/1/2015,-347.0251287897781,-48.39230176764425
25/1/2015,-649.430377115907,-89.84046219279807
26/1/2015,-806.8091195296975,-112.06294410463607
27/1/2015,-768.4000710692653,-107.69693849892555
28/1/2015,-526.359504031791,-75.30251547004313
29/1/2015,-141.10271218694703,-23.167375116147703
30/1/2015,290.36746692518204,35.89672156790416
31/1/2015,673.75578331768,88.93396453949097
1/2/2015,928.1539516384271,124.63110103492511
2/2/2015,1002.820332237509,135.79564877270093
3/2/2015,886.2911571536674,120.7295243371471
4/2/2015,609.0497190291344,83.61700473657831
5/2/2015,234.1784097944713,33.16639434416577
6/2/2015,-156.23932705497174,-19.270141715755187
7/2/2015,-465.4220640504117,-60.87892521270845
8/2/2015,-614.812753438285,-81.12421788615771
9/2/2015,-568.6621199924332,-74.93132783721332
10/2/2015,-338.4203190948088,-43.531254515388916
11/2/2015,17.829599292104206,5.276460694513419
12/2/2015,395.773215763733,57.1844442667317
13/2/2015,690.5231480352742,98.16458733747572
14/2/2015,839.8591349986199,119.65342403156804
15/2/2015,818.9980616616892,118.18230496538294
16/2/2015,637.8583604223891,94.87083672528888
17/2/2015,352.04409767987056,56.615386793881015
18/2/2015,38.30081651559696,13.046763588105929
19/2/2015,-244.84163342994628,-27.909482848570725
20/2/2015,-460.23865019381475,-61.096360826453264
21/2/2015,-589.0421763293051,-83.44704790390398
22/2/2015,-630.4401477895594,-94.03765549199454
23/2/2015,-601.1922546954681,-94.26883009710468
24/2/2015,-526.2001624037839,-86.67559118393928
25/2/2015,-431.8640703509849,-74.37785132966489
26/2/2015,-339.69652509816666,-60.34450045215133
27/2/2015,-259.5939395653914,-46.40034249890424
28/2/2015,-195.47657903290747,-33.98126556169465
1/3/2015,-148.2783927358047,-24.14266507666291
2/3/2015,-113.2713683258995,-16.687859272827506
3/3/2015,-83.28158845257613,-10.720921779566392
4/3/2015,-57.07813119216737,-6.108328137581678
